Thread ID: 2148446640
Total: 0.029698

 %self     total     self     wait    child    calls  name
  0.01      0.00     0.00     0.00     0.00        1  <Class::Regexp>#allocate
  0.01      0.00     0.00     0.00     0.00        1  Kernel#remove_instance_variable
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Validation#attempted_record
  0.01      0.00     0.00     0.00     0.00        1  StringIO#length
  0.01      0.00     0.00     0.00     0.00        1  <Module::Authlogic::I18n>#scope
  0.01      0.00     0.00     0.00     0.00        1  Exception#exception
  0.01      0.00     0.00     0.00     0.00        1  Thread#[]=
  0.01      0.00     0.00     0.00     0.00        1  Kernel#instance_variable_defined?
  0.01      0.00     0.00     0.00     0.00        1  Hash#blank?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#process_cleanup
  0.01      0.00     0.00     0.00     0.00        1  Module#const_get
  0.01      0.00     0.00     0.00     0.00        1  Exception#backtrace
  0.01      0.00     0.00     0.00     0.00        1  Symbol#===
  0.01      0.00     0.00     0.00     0.00        1  NilClass#to_a
  0.01      0.00     0.00     0.00     0.00        1  Float#<=>
  0.01      0.00     0.00     0.00     0.00        1  Array#compact!
  0.01      0.00     0.00     0.00     0.00        1  StringIO#rewind
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#default_url_options
  0.01      0.00     0.00     0.00     0.00        1  String#*
  0.01      0.00     0.00     0.00     0.00        1  Float#-
  0.01      0.00     0.00     0.00     0.00        1  Hash#clear
  0.01      0.00     0.00     0.00     0.00        1  Array#delete
  0.01      0.00     0.00     0.00     0.00        1  Fixnum#<=
  0.01      0.00     0.00     0.00     0.00        1  Fixnum#zero?
  0.01      0.00     0.00     0.00     0.00        1  Module#included
  0.01      0.00     0.00     0.00     0.00        1  Array#blank?
  0.01      0.00     0.00     0.00     0.00        1  FalseClass#to_s
  0.01      0.00     0.00     0.00     0.00        1  String#empty?
  0.01      0.00     0.00     0.00     0.00        1  String#size
  0.01      0.00     0.00     0.00     0.00        1  Array#pop
  0.01      0.00     0.00     0.00     0.00        1  Module#==


